,Unnamed: 0,Date,Time,hashtags,tagged_usernames,Text,tokens,data,pol_sub,polarity,subjectivity,Stanford_score,Stanford_sentiment,pred_logreg,pred_logreg_proba,pred_forest,pred_forest_proba,pred_svc,pred_bayes,pred_bayes_proba
547,547,2020-05-20,05:38:00,"['#bjp', '#modi', '#bihar', '#westbengal', '#uttarpradesh', '#elections']",[],"['trouble', 'bjp', 'modi', 'bihar', 'westbengal', 'uttarpradesh', 'elections', 'https//t.co/nyslsvbtkl']","['trouble', 'bjp', 'modi', 'bihar', 'westbengal', 'uttarpradesh', 'elections', 'https//t.co/nyslsvbtkl']",more trouble for bjp and modi bihar westbengal uttarpradesh elections  httpstconyslsvbtkl,"Sentiment(polarity=0.15, subjectivity=0.35)",0.15,0.35,2.0,Neutral,1,0.6929872999538277,1,0.51,1,1,0.5409961145492839
548,548,2020-05-20,05:36:00,['#mpjothimani'],['@hamdansayedinc:'],"['congress', 'mpjothimani', 'fst', 'gnratn', 'politician', 'tn.she', 'comes', 'humble', 'bckgrnd', 'wrked', 'way', 'topher']","['congress', 'mpjothimani', 'fst', 'gnratn', 'politician', 'tn.she', 'comes', 'humble', 'bckgrnd', 'wrked', 'way', 'topher']",this is congress mpjothimani a fst gnratn politician from tnshe comes from a humble bckgrnd wrked her way to topher,"Sentiment(polarity=-0.2, subjectivity=0.4)",-0.2,0.4,3.0,Positive,0,0.4842591578365072,0,0.42,1,0,0.48620584230297226
549,549,2020-05-20,05:36:00,"['#telangana', '#bjp\\n\\n@bjp4india']","['@pramodchturvedi:', '@bjp4india', ""@b\\xe2\\x80\\xa6'""]","['telangana', 'cm', 'must', 'see', 'reality', 'stop', 'criticizing', 'centre', 'hiding', 'administrative', 'failures', 'bjp']","['telangana', 'cm', 'must', 'see', 'reality', 'stop', 'criticizing', 'centre', 'hiding', 'administrative', 'failures', 'bjp']",telangana cm must see reality stop criticizing the centre by hiding his administrative failures bjp,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,0,0.3875090699105017,0,0.44,0,0,0.45727286255445043
550,550,2020-05-20,05:36:00,['#bjp'],['@nagma_morarji:'],"['like', 'chor', 'ki', 'dadhi', 'mein', 'tinka', 'dont', 'say', 'bjp', 'walas', 'dont', 'dadhi', 'pun', 'intended']","['like', 'chor', 'ki', 'dadhi', 'mein', 'tinka', 'dont', 'say', 'bjp', 'walas', 'dont', 'dadhi', 'pun', 'intended']",they are like chor ki dadhi mein tinka now dont say bjp walas that you all dont have a dadhi its a pun intended,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,3.0,Positive,0,0.3747333122030918,1,0.6,0,0,0.44732231176140197
551,551,2020-05-20,05:36:00,"['#bjp', '#uttarpradesh', '#congress', '#ajaykumarlallu', '#priyankagandhi\\xe2\\x80\\x99s']",['@nh_india:'],"['bjp', 'government', 'act', 'vengeance', 'booked', 'uttarpradesh', 'congress', 'president', 'ajaykumarlallu', 'priyankagandhis', 'secre']","['bjp', 'government', 'act', 'vengeance', 'booked', 'uttarpradesh', 'congress', 'president', 'ajaykumarlallu', 'priyankagandhis', 'secre']",bjp government in an act of vengeance booked uttarpradesh congress president ajaykumarlallu and priyankagandhis secre,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative,1,0.6320479738507553,1,0.6083333333333333,1,1,0.5005646090861232
552,552,2020-05-20,05:35:00,"['#narendramodi', '#narendramodi', '#namo', '#bjp', '#yogi', '#india\\xe2\\x80\\xa6']",['@ujalanews\\n#narendramodi'],"['corona', 'se', 'bach', 'ke', 'jara', 'follow', 'narendramodi', 'narendramodi', 'mission', '2019', 'namo', 'bjp', 'yogi', 'india']","['corona', 'se', 'bach', 'ke', 'jara', 'follow', 'narendramodi', 'narendramodi', 'mission', '2019', 'namo', 'bjp', 'yogi', 'india']",corona se bach ke jara  follow  narendramodi narendramodi mission  namo bjp yogi india,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,1,0.9305942067417838,1,0.9920766773162939,1,1,0.7784201864256959
553,553,2020-05-20,05:35:00,[],[],"['lakhs', 'people', 'evacuated', 'odisha', 'bengal', 'cyclone', 'amphan', '.', 'cylone', 'isconsidered', 'bigg']","['lakhs', 'people', 'evacuated', 'odisha', 'bengal', 'cyclone', 'amphan', '.', 'cylone', 'isconsidered', 'bigg']",lakhs of people are being evacuated from odisha bengal because of cyclone amphan this cylone isconsidered to bigg,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,0,0.4354088452084117,1,0.52,0,0,0.4334744005278714
554,554,2020-05-20,05:34:00,['#bjp'],[],"['like', 'chor', 'ki', 'dadhi', 'mein', 'tinka', 'dont', 'say', 'bjp', 'walas', 'dont', 'dadhi', 'pun', 'intended']","['like', 'chor', 'ki', 'dadhi', 'mein', 'tinka', 'dont', 'say', 'bjp', 'walas', 'dont', 'dadhi', 'pun', 'intended']",they are like chor ki dadhi mein tinka now dont say bjp walas that you all dont have a dadhi its a pun intended,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,3.0,Positive,0,0.3747333122030918,1,0.6,0,0,0.44732231176140197
555,555,2020-05-20,05:34:00,"['#coronaviruspandemic', '#bjp']","['@paharipiyali:', '@jdhankhar1']","['middle', 'coronaviruspandemic', 'u', 'lick', 'ur', 'fingers', 'shake', 'hands', '.', 'u', 'one', 'give', 'advice', '.', 'bjp']","['middle', 'coronaviruspandemic', 'u', 'lick', 'ur', 'fingers', 'shake', 'hands', '.', 'u', 'one', 'give', 'advice', '.', 'bjp']",in the middle of coronaviruspandemic u lick ur fingers and shake hands u are no one to give advice bjp in,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative,1,0.686720284503401,0,0.36,1,1,0.5825958470247633
556,556,2020-05-20,05:32:00,['#bjp'],['@dayanidhi_maran:'],"['misogyny', '&', 'amp', ';', 'track', 'record', 'disrespecting', 'women', 'become', 'trademark', 'bjp', 'online', '&', 'amp', ';', 'offline', '.', 'rea']","['misogyny', '&', 'amp', ';', 'track', 'record', 'disrespecting', 'women', 'become', 'trademark', 'bjp', 'online', '&', 'amp', ';', 'offline', '.', 'rea']",misogyny amp a track record of disrespecting women have become the trademark of bjp both online amp offline its now rea,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative,1,0.6584918292821523,1,0.58,1,1,0.5801078245370977
557,557,2020-05-20,05:32:00,['#mpjothimani'],['@hamdansayedinc:'],"['congress', 'mpjothimani', 'fst', 'gnratn', 'politician', 'tn.she', 'comes', 'humble', 'bckgrnd', 'wrked', 'way', 'topher']","['congress', 'mpjothimani', 'fst', 'gnratn', 'politician', 'tn.she', 'comes', 'humble', 'bckgrnd', 'wrked', 'way', 'topher']",this is congress mpjothimani a fst gnratn politician from tnshe comes from a humble bckgrnd wrked her way to topher,"Sentiment(polarity=-0.2, subjectivity=0.4)",-0.2,0.4,3.0,Positive,0,0.4842591578365072,0,0.42,1,0,0.48620584230297226
558,558,2020-05-20,05:31:00,"[""#kcr's"", '#agriculturepolicy', '#telangana']",['@bharathbunny27:'],"['even', 'opposition', 'welcomes', 'kcrs', 'agriculturepolicy', 'telangana', '.', 'tells', 'none', 'much', 'concern', 'fa']","['even', 'opposition', 'welcomes', 'kcrs', 'agriculturepolicy', 'telangana', '.', 'tells', 'none', 'much', 'concern', 'fa']",even opposition welcomes kcrs agriculturepolicy in telangana   this tells that none has much more concern about fa,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,2.0,Neutral,0,0.45304914443556693,0,0.46,0,0,0.4057462390139124
559,559,2020-05-20,05:30:00,['#bjp'],['@dayanidhi_maran:'],"['misogyny', '&', 'amp', ';', 'track', 'record', 'disrespecting', 'women', 'become', 'trademark', 'bjp', 'online', '&', 'amp', ';', 'offline', '.', 'rea']","['misogyny', '&', 'amp', ';', 'track', 'record', 'disrespecting', 'women', 'become', 'trademark', 'bjp', 'online', '&', 'amp', ';', 'offline', '.', 'rea']",misogyny amp a track record of disrespecting women have become the trademark of bjp both online amp offline its now rea,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative,1,0.6584918292821523,1,0.58,1,1,0.5801078245370977
560,560,2020-05-20,05:30:00,"['#andhbhakt', '#bjp', '#rss\\n\\nhoti']",['@raja_africa:'],"['itcell', 'peddlers', 'spread', 'fake', 'news', '&', 'amp', ';', 'andhbhakt', 'get', 'carried', 'away', 'get', 'caught', 'na', 'aati', 'bjp', 'na', 'rss', 'hoti', 'sirf']","['itcell', 'peddlers', 'spread', 'fake', 'news', '&', 'amp', ';', 'andhbhakt', 'get', 'carried', 'away', 'get', 'caught', 'na', 'aati', 'bjp', 'na', 'rss', 'hoti', 'sirf']",itcell peddlers spread fake news  amp andhbhakt get carried away  and when they get caught na aati bjp na rss  hoti sirf,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,1.0,Negative,0,0.3255738755048974,0,0.48,0,0,0.3844919707440881
561,561,2020-05-20,05:30:00,"['#bjp', '#covid19', '#ahmedabad', '#rajkot']",['@shlokams:'],"['gujarat', 'model', 'exposed', 'gujarat', 'bjp', 'government', 'used', 'fake', 'ventilators', 'covid19', 'hospitals', 'ahmedabad', 'rajkot', 'based', 'fake', 'v']","['gujarat', 'model', 'exposed', 'gujarat', 'bjp', 'government', 'used', 'fake', 'ventilators', 'covid19', 'hospitals', 'ahmedabad', 'rajkot', 'based', 'fake', 'v']",gujarat model exposed  gujarat bjp government used fake ventilators at covid hospitals in ahmedabad rajkot based fake v,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,1.0,Negative,1,0.691148720408267,1,0.6565000000000001,1,0,0.43699644325399034
562,562,2020-05-20,05:30:00,['#bjp.'],['@mansukhmandviya:'],"['today', 'bow', 'great', 'visionaries', 'laid', 'foundation', 'stone', 'worlds', 'largest', 'political', 'party', 'bjp', '.', 'wi']","['today', 'bow', 'great', 'visionaries', 'laid', 'foundation', 'stone', 'worlds', 'largest', 'political', 'party', 'bjp', '.', 'wi']",today i bow down to great visionaries who laid the foundation stone of the worlds largest political party bjp we wi,"Sentiment(polarity=0.21481481481481482, subjectivity=0.3796296296296297)",0.2148148148148148,0.3796296296296297,2.0,Neutral,1,0.8936178220704949,1,0.62,1,1,0.638504661115551
563,563,2020-05-20,05:29:00,['#bjp.\\xe2\\x80\\xa6'],"['@swapan55', '@calcutta_news', '@mamataofficial']","['start', 'nationally', 'english', 'channels', 'pander', 'bjp', '.']","['start', 'nationally', 'english', 'channels', 'pander', 'bjp', '.']",start nationally with all the english channels that pander to bjp,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,1,0.7969254070240419,1,0.66,1,1,0.6086002462381805
564,564,2020-05-20,05:29:00,['#mpjothimani'],['@hamdansayedinc:'],"['congress', 'mpjothimani', 'fst', 'gnratn', 'politician', 'tn.she', 'comes', 'humble', 'bckgrnd', 'wrked', 'way', 'topher']","['congress', 'mpjothimani', 'fst', 'gnratn', 'politician', 'tn.she', 'comes', 'humble', 'bckgrnd', 'wrked', 'way', 'topher']",this is congress mpjothimani a fst gnratn politician from tnshe comes from a humble bckgrnd wrked her way to topher,"Sentiment(polarity=-0.2, subjectivity=0.4)",-0.2,0.4,3.0,Positive,0,0.4842591578365072,0,0.42,1,0,0.48620584230297226
565,565,2020-05-20,05:29:00,[],['@incpunjab'],"['retort', 'bhagats', 'defame', 'congress', 'ruling', 'states', '.', 'govt', 'announces', 'stipend', 'sc', 'beneficiaries']","['retort', 'bhagats', 'defame', 'congress', 'ruling', 'states', '.', 'govt', 'announces', 'stipend', 'sc', 'beneficiaries']",retort to the bhagats who defame congress ruling states govt announces stipend to the sc beneficiaries,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,1,0.78162406611477,1,0.8426666666666668,1,1,0.5712658277929231
566,566,2020-05-20,05:29:00,['#accessibility'],['@hpandya15:'],"['deaf', 'person', 'gujarat', '...', 'cant', 'hear', '!', '!', 'accessibility', 'deaf', '?', '?', '20', 'lakh', 'deaf', 'peo']","['deaf', 'person', 'gujarat', '...', 'cant', 'hear', '!', '!', 'accessibility', 'deaf', '?', '?', '20', 'lakh', 'deaf', 'peo']",i am a deaf person of gujarat i cant hear you where is the accessibility for deaf we are more than  lakh deaf peo,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,2.0,Neutral,0,0.35750740703654904,1,0.6,0,0,0.43968543533351895
567,567,2020-05-20,05:28:00,"['#abhorrent', '#obnoxious', '#obscene']","['@raja_africa:', '@nidarnaari']","['.', 'fighting', 'someone', 'doesnt', 'care', 'stay', 'away', 'abhorrent', 'obnoxious', 'obscene', 'itcell', 'folks', 'trendi']","['.', 'fighting', 'someone', 'doesnt', 'care', 'stay', 'away', 'abhorrent', 'obnoxious', 'obscene', 'itcell', 'folks', 'trendi']", fighting for someone who doesnt care  stay away from abhorrent obnoxious obscene itcell folks trendi,"Sentiment(polarity=-0.7, subjectivity=0.8)",-0.7,0.8,1.0,Negative,0,0.18805036550990384,1,0.5120766773162939,0,0,0.2776135002152854
568,568,2020-05-20,05:28:00,"['#bengali', '#bjp', '#fakenews.']","['@swapan55', '@calcutta_news', '@mamataofficial']","['great', 'news', '!', 'bengali', 'public', 'enough', 'bjp', 'lies', 'fakenews', '.', '10']","['great', 'news', '!', 'bengali', 'public', 'enough', 'bjp', 'lies', 'fakenews', '.', '10']",great news  bengali public has had enough of bjp lies and fakenews ,"Sentiment(polarity=0.26666666666666666, subjectivity=0.4388888888888889)",0.26666666666666666,0.4388888888888889,3.0,Positive,1,0.5554704433672306,1,0.82,1,0,0.4734219252399039
569,569,2020-05-20,05:28:00,"['#tiktokdown', '#faisalsiddiqui', '#bjp', '#bantiktokinindia', '#metooindia', '#rajputsamratprithvirajchauhan', ""#rajputsamratprathvirajchauh\\xe2\\x80\\xa6'""]",['@monica10010:'],"['tiktokdown', 'faisalsiddiqui', 'bjp', 'bantiktokinindia', 'metooindia', 'rajputsamratprithvirajchauhan', 'rajputsamratprathvirajchauh']","['tiktokdown', 'faisalsiddiqui', 'bjp', 'bantiktokinindia', 'metooindia', 'rajputsamratprithvirajchauhan', 'rajputsamratprathvirajchauh']",tiktokdown faisalsiddiqui bjp bantiktokinindia metooindia rajputsamratprithvirajchauhan rajputsamratprathvirajchauh,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,1,0.6360837432857731,1,0.5870452535399431,1,1,0.5021333333333337
570,570,2020-05-20,05:27:00,"['#nitishkumar', '#narendramodi', '#amitshah', '#bjp', '#jdu', '#bihar', '#pmmodi', '#congress']",['@bhartibima'],"['nitishkumar', 'narendramodi', 'amitshah', 'bjp', 'jdu', 'bihar', 'pmmodi', 'congress', 'done', 'sugarcan']","['nitishkumar', 'narendramodi', 'amitshah', 'bjp', 'jdu', 'bihar', 'pmmodi', 'congress', 'done', 'sugarcan']",nitishkumar narendramodi amitshah bjp jdu bihar pmmodi congress what have you done for sugarcan,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,1,0.834898309942731,1,0.86,1,1,0.615522935100561
571,571,2020-05-20,05:27:00,"['#bjp', '#uttarpradesh', '#congress', '#ajaykumarlallu', '#priyankagandhi\\xe2\\x80\\x99s']",['@nh_india:'],"['bjp', 'government', 'act', 'vengeance', 'booked', 'uttarpradesh', 'congress', 'president', 'ajaykumarlallu', 'priyankagandhis', 'secre']","['bjp', 'government', 'act', 'vengeance', 'booked', 'uttarpradesh', 'congress', 'president', 'ajaykumarlallu', 'priyankagandhis', 'secre']",bjp government in an act of vengeance booked uttarpradesh congress president ajaykumarlallu and priyankagandhis secre,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative,1,0.6320479738507553,1,0.6083333333333333,1,1,0.5005646090861232
572,572,2020-05-20,05:26:00,['#bjp\\n#namo\\xe2\\x80\\xa6'],"['@narendramodi\\xe2\\x80\\x99s', '@pmoindia\\n#bjp\\n#namo\\xe2\\x80\\xa6']","['pm', 'appeal', 'sugar', 'mills', 'boost', 'production', 'capacity', 'hand', 'sanitisers', '.', 'bjp', 'namo']","['pm', 'appeal', 'sugar', 'mills', 'boost', 'production', 'capacity', 'hand', 'sanitisers', '.', 'bjp', 'namo']",after pm s appeal sugar mills boost production capacity of hand sanitisers  bjp namo,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,3.0,Positive,1,0.8871724473217885,1,0.74,1,1,0.5949215005584322
573,573,2020-05-20,05:25:00,"['#bjp', '#shiningindia\\n@narendramodi']","['@myogiadityanath', '@bjp4india\\n#bjp', '@narendramodi', '@amitshah\\n@upgovt\\n\\ncongress']","['bjp', 'shiningindia', 'congress', 'always', 'play', 'dirty', 'pol']","['bjp', 'shiningindia', 'congress', 'always', 'play', 'dirty', 'pol']",bjp shiningindia     congress always play only dirty pol,"Sentiment(polarity=-0.3, subjectivity=0.9)",-0.3,0.9,2.0,Neutral,1,0.5206754739988608,0,0.34,1,1,0.5345579817641981
574,574,2020-05-20,05:25:00,[],"['@cpsingh58', '@antinationalhu', '@bansalavani', '@cpsingh58,']","['mr.', 'whats', 'religion', '!', '?', 'political', 'party', 'associ']","['mr.', 'whats', 'religion', '!', '?', 'political', 'party', 'associ']",mr  whats your religion which political party you are associ,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1,2.0,Neutral,1,0.9180557368020074,1,0.88,1,1,0.7023449307648741
575,575,2020-05-20,05:23:00,"['#bjp', '#govt', '#rail', '#police', '#migrantlabourers,']",['@santanusenmp:'],"['bjp', 'govt', 'chargng', 'rail', 'fare', 'police', 'btng', 'migrantlabourers', 'sndng', 'deadbdies', 'injiured', 'frcing', 'thm', 'walk', 'miles']","['bjp', 'govt', 'chargng', 'rail', 'fare', 'police', 'btng', 'migrantlabourers', 'sndng', 'deadbdies', 'injiured', 'frcing', 'thm', 'walk', 'miles']",bjp govt chargng rail fare police btng migrantlabourers sndng deadbdies with injiured frcing thm to walk miles t,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,1,0.7999693348940484,1,0.9033333333333334,1,1,0.5814756421621702
576,576,2020-05-20,05:22:00,['#bjp'],[],"['almost', 'indian', 'media', 'outlets', 'including', 'abp', 'serve', 'bjp', 'mouthpieces', '.', 'surprised', 'see', '.']","['almost', 'indian', 'media', 'outlets', 'including', 'abp', 'serve', 'bjp', 'mouthpieces', '.', 'surprised', 'see', '.']",almost all indian media outlets including abp serve as bjp mouthpieces i am not surprised to see this they can,"Sentiment(polarity=-0.05, subjectivity=0.9)",-0.05,0.9,1.0,Negative,0,0.28879443407386274,0,0.28,0,0,0.42265550217069964
577,577,2020-05-20,05:22:00,['#bjp\\n#namo\\xe2\\x80\\xa6'],[],"['villages', 'free', 'basic', 'problems', 'capable', 'fighting', 'future', 'challenges', '.', 'bjp', 'namo']","['villages', 'free', 'basic', 'problems', 'capable', 'fighting', 'future', 'challenges', '.', 'bjp', 'namo']",villages are now free from basic problems and more capable of fighting future challenges bjp namo,"Sentiment(polarity=0.22000000000000003, subjectivity=0.39)",0.22000000000000008,0.39,1.0,Negative,1,0.7630405005803321,1,0.72,1,1,0.6371215915546442
578,578,2020-05-20,05:21:00,"['#india', '#politics', '#bjp', '#inc.']",[],"['wah', 'ri', 'sarkar', 'india', 'politics', 'bjp', 'inc.', 'unable', 'something', 'one', 'else', 'trying', 'hel']","['wah', 'ri', 'sarkar', 'india', 'politics', 'bjp', 'inc.', 'unable', 'something', 'one', 'else', 'trying', 'hel']",wah ri sarkar india politics bjp inc if you are unable to do something but when some one else is trying to hel,"Sentiment(polarity=-0.5, subjectivity=0.5)",-0.5,0.5,1.0,Negative,0,0.40960152126193006,0,0.4,0,0,0.4771245899965004
579,579,2020-05-20,05:20:00,"['#coronavirus', '#bjp\\n#namo\\nhttps://t.co/86uvi5vpzn\\n\\nvia']",[],"['87', 'per', 'cent', 'indians', 'feel', 'country', 'managed', 'coronavirus', 'crisis', 'well', 'survey', 'bjp', 'namo', 'https//t.co/86uvi5vpzn', 'via', 'n']","['87', 'per', 'cent', 'indians', 'feel', 'country', 'managed', 'coronavirus', 'crisis', 'well', 'survey', 'bjp', 'namo', 'https//t.co/86uvi5vpzn', 'via', 'n']", per cent indians feel country managed coronavirus crisis well survey bjp namo httpstcouvivpzn  via n,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,0,0.3878233883646984,0,0.3858916801362796,0,0,0.46710802633288157
580,580,2020-05-20,05:20:00,"[""#kcr's"", '#agriculturepolicy', '#telangana']",[],"['even', 'opposition', 'welcomes', 'kcrs', 'agriculturepolicy', 'telangana', '.', 'tells', 'none', 'much', 'concern', 'abou']","['even', 'opposition', 'welcomes', 'kcrs', 'agriculturepolicy', 'telangana', '.', 'tells', 'none', 'much', 'concern', 'abou']",even opposition welcomes kcrs agriculturepolicy in telangana   this tells that none has much more concern abou,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,3.0,Positive,0,0.439636741560331,0,0.44,0,0,0.3940373107735733
581,581,2020-05-20,05:19:00,[],[],"['would', 'interesting', 'note', 'many', 'cases', 'inititated', 'journalists', '/', 'media', 'houses', 'b']","['would', 'interesting', 'note', 'many', 'cases', 'inititated', 'journalists', '/', 'media', 'houses', 'b']",it would be interesting to note as to how many cases have been inititated against journalists  media houses have b,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,2.0,Neutral,1,0.825297173946071,1,0.6,1,1,0.6321340982340611
582,582,2020-05-20,05:19:00,"['#andhbhakt', '#bjp', '#rss\\n\\nhoti']",['@raja_africa:'],"['itcell', 'peddlers', 'spread', 'fake', 'news', '&', 'amp', ';', 'andhbhakt', 'get', 'carried', 'away', 'get', 'caught', 'na', 'aati', 'bjp', 'na', 'rss', 'hoti', 'sirf']","['itcell', 'peddlers', 'spread', 'fake', 'news', '&', 'amp', ';', 'andhbhakt', 'get', 'carried', 'away', 'get', 'caught', 'na', 'aati', 'bjp', 'na', 'rss', 'hoti', 'sirf']",itcell peddlers spread fake news  amp andhbhakt get carried away  and when they get caught na aati bjp na rss  hoti sirf,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,1.0,Negative,0,0.3255738755048974,0,0.48,0,0,0.3844919707440881
583,583,2020-05-20,05:19:00,['#bjp'],[],"['bjp', 'mla', 'files', 'complaint', 'ekta', 'kapoors', 'alt', 'balaji', 'show', 'xxx', 'uncensored', 'season', '2', 'https//t.co/e1apm0toh4']","['bjp', 'mla', 'files', 'complaint', 'ekta', 'kapoors', 'alt', 'balaji', 'show', 'xxx', 'uncensored', 'season', '2', 'https//t.co/e1apm0toh4']",bjp mla files complaint against ekta kapoors alt balaji show xxx uncensored season   httpstcoeapmtoh,"Sentiment(polarity=-0.3, subjectivity=0.2)",-0.3,0.2,2.0,Neutral,1,0.5080934967160889,1,0.6585607831504839,1,1,0.6188864428551933
584,584,2020-05-20,05:19:00,"['#abhorrent', '#obnoxious', '#obscene']","['@raja_africa:', '@nidarnaari']","['.', 'fighting', 'someone', 'doesnt', 'care', 'stay', 'away', 'abhorrent', 'obnoxious', 'obscene', 'itcell', 'folks', 'trendi']","['.', 'fighting', 'someone', 'doesnt', 'care', 'stay', 'away', 'abhorrent', 'obnoxious', 'obscene', 'itcell', 'folks', 'trendi']", fighting for someone who doesnt care  stay away from abhorrent obnoxious obscene itcell folks trendi,"Sentiment(polarity=-0.7, subjectivity=0.8)",-0.7,0.8,1.0,Negative,0,0.18805036550990384,1,0.5120766773162939,0,0,0.2776135002152854
585,585,2020-05-20,05:18:00,"['#bjp', '#mosha', '#coronavirus']",['@nasirkureshi:'],"['mark', 'tweet', 'corona', 'pendamic', 'bjp', 'mosha', 'ask', 'vote', 'name', 'coronavirus', 'least', 'upto', 'general']","['mark', 'tweet', 'corona', 'pendamic', 'bjp', 'mosha', 'ask', 'vote', 'name', 'coronavirus', 'least', 'upto', 'general']",mark my tweet  after corona pendamic bjp and mosha will ask for vote in the name of coronavirus at least upto general,"Sentiment(polarity=-0.12499999999999999, subjectivity=0.45)",-0.125,0.45,2.0,Neutral,1,0.9426872805930251,1,0.66,1,1,0.6501754430433783
586,586,2020-05-20,05:18:00,['#bjp\\n#namo\\xe2\\x80\\xa6'],['@makeinindia'],"['big', 'success', 'indian', 'railways', '!', 'first', '12000', 'hp', 'electric', 'locomotive', 'joins', 'network', '.', 'bjp', 'namo']","['big', 'success', 'indian', 'railways', '!', 'first', '12000', 'hp', 'electric', 'locomotive', 'joins', 'network', '.', 'bjp', 'namo']",big    success for indian railways first  hp electric locomotive joins network bjp namo,"Sentiment(polarity=0.18333333333333335, subjectivity=0.14444444444444446)",0.18333333333333326,0.14444444444444446,3.0,Positive,1,0.7497664319610045,1,0.7547619047619049,1,1,0.5903121876805579
587,587,2020-05-20,05:16:00,['#mpjothimani'],['@hamdansayedinc:'],"['congress', 'mpjothimani', 'fst', 'gnratn', 'politician', 'tn.she', 'comes', 'humble', 'bckgrnd', 'wrked', 'way', 'topher']","['congress', 'mpjothimani', 'fst', 'gnratn', 'politician', 'tn.she', 'comes', 'humble', 'bckgrnd', 'wrked', 'way', 'topher']",this is congress mpjothimani a fst gnratn politician from tnshe comes from a humble bckgrnd wrked her way to topher,"Sentiment(polarity=-0.2, subjectivity=0.4)",-0.2,0.4,3.0,Positive,0,0.4842591578365072,0,0.42,1,0,0.48620584230297226
588,588,2020-05-20,05:16:00,['#bjp'],"['@timesnow', '@incindia', '@narendramodi']","['scamsters', 'b', 'allowed', 'go', 'fooling', 'nation', '.', 'bjp', 'govt', 'n']","['scamsters', 'b', 'allowed', 'go', 'fooling', 'nation', '.', 'bjp', 'govt', 'n']",why do these scamsters b allowed to go on fooling the nation is d bjp govt of  n,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,0,0.14224737073879598,0,0.36,0,0,0.32151812635716254
589,589,2020-05-20,05:16:00,"['#twitter', '#bmc']",['@mohitbharatiya_:'],"['twitter', 'plz', 'dont', 'follow', 'bmc', '!', 'u', 'started', 'working', 'manner', '!', 'bmc', 'hiding', 'death', 'u', 'hiding', 'followe']","['twitter', 'plz', 'dont', 'follow', 'bmc', '!', 'u', 'started', 'working', 'manner', '!', 'bmc', 'hiding', 'death', 'u', 'hiding', 'followe']",twitter plz dont follow my bmc  u both have started working in same manner  bmc hiding death no u hiding followe,"Sentiment(polarity=0.0, subjectivity=0.125)",0.0,0.125,1.0,Negative,0,0.3440913615699154,0,0.26,0,0,0.4957237838707856
590,590,2020-05-20,05:14:00,"['#agerelaxation4ews', '#bjp']",['@joydeep79214282:'],"['agerelaxation4ews', 'bjp', 'eager', 'give', 'age', 'relaxation.why', 'general', 'cast', 'people', 'always', 'cheated', 'b']","['agerelaxation4ews', 'bjp', 'eager', 'give', 'age', 'relaxation.why', 'general', 'cast', 'people', 'always', 'cheated', 'b']",agerelaxationews why bjp is not eager to give age relaxationwhy we general cast people are always being cheated b,"Sentiment(polarity=0.05000000000000002, subjectivity=0.5)",0.05000000000000002,0.5,1.0,Negative,0,0.2458048509675099,0,0.22,0,0,0.41960704817409117
