,Date,Time,hashtags,tagged_usernames,Text,tokens,data,pol_sub,polarity,subjectivity,Stanford_score,Stanford_sentiment
851,2020-05-20,11:51:00,[],['@suriya_offl'],"['day', '2-', 'nkl', 'east', 'fans', 'club', 'members', 'donated', 'vegetable', 'rice', '50', 'peoples', 'sheltered']","['day', '2-', 'nkl', 'east', 'fans', 'club', 'members', 'donated', 'vegetable', 'rice', '50', 'peoples', 'sheltered']",day  we nkl east  fans club members donated vegetable rice to  peoples who have been sheltered in,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
852,2020-05-20,11:51:00,['#gohungergo'],"['@seethakkamla:', '@incindia', '@mahilacongress', '@chhattisgarhpmc', ""@r\\xe2\\x80\\xa6'""]","['56th', 'day', 'gohungergo', 'serving', 'kids', 'happiest', 'moments', 'journey']","['56th', 'day', 'gohungergo', 'serving', 'kids', 'happiest', 'moments', 'journey']",th day of gohungergo  serving kids are my happiest moments in my journey,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,3.0,Positive
853,2020-05-20,11:51:00,[],"['@nkl_esfc_offl:', '@suriya_offl']","['day', '2-we', 'nkl', 'east', 'fans', 'club', 'members', 'donated', 'vegetable', 'rice', '50', 'peoples', 'sheltered', 'road']","['day', '2-we', 'nkl', 'east', 'fans', 'club', 'members', 'donated', 'vegetable', 'rice', '50', 'peoples', 'sheltered', 'road']",day we nkl east  fans club members donated vegetable rice to  peoples who have been sheltered in road,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
854,2020-05-20,11:51:00,"['#trumpanzees', '#gopcorruptionovercountry\\xe2\\x80\\xa6']",[],"['yes', 'trumpanzees', 'beyond', 'stupid', 'careless', 'selfish', 'whinny', 'little', 'bitches', '.', 'gopcorruptionovercountry']","['yes', 'trumpanzees', 'beyond', 'stupid', 'careless', 'selfish', 'whinny', 'little', 'bitches', '.', 'gopcorruptionovercountry']",yes trumpanzees are beyond stupid careless and selfish whinny little bitches gopcorruptionovercountry,"Sentiment(polarity=-0.49687499999999996, subjectivity=0.85)",-0.496875,0.85,1.0,Negative
855,2020-05-20,11:50:00,"['#corona', '#stayathome', '#trumpisaloser']",[],"['corona', 'stayathome', 'trumpisaloser', 'building', 'lol']","['corona', 'stayathome', 'trumpisaloser', 'building', 'lol']",corona stayathome trumpisaloser   i am a building lol,"Sentiment(polarity=0.8, subjectivity=0.7)",0.8,0.7,2.0,Neutral
856,2020-05-20,11:50:00,"[""#c\\xe2\\x80\\xa6'""]","['@sfcnamakkal:', '@suriya_offl']","['day', '1-', 'namakkal', 'east', 'fans', 'club', 'members', 'donated', 'grocery', 'items', '&', 'amp', ';', 'vegetables', '100', 'sweepers', 'c']","['day', '1-', 'namakkal', 'east', 'fans', 'club', 'members', 'donated', 'grocery', 'items', '&', 'amp', ';', 'vegetables', '100', 'sweepers', 'c']",day  we namakkal east  fans club members donated grocery items amp vegetables to  sweepers during this c,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
857,2020-05-20,11:50:00,"['#elisagranato', '#covid19', '#vaccine']","['@magnumcaseum:', '@conciousness777']","['full', 'frame', 'see', 'elisagranato', 'faking', 'alleged', 'covid19', 'vaccine', 'injection', '.', 'green/']","['full', 'frame', 'see', 'elisagranato', 'faking', 'alleged', 'covid19', 'vaccine', 'injection', '.', 'green/']",full frame so you see its elisagranato faking her alleged covid vaccine injection where is green,"Sentiment(polarity=0.016666666666666653, subjectivity=0.31666666666666665)",0.016666666666666653,0.31666666666666665,1.0,Negative
858,2020-05-20,11:50:00,"[""#cor\\xe2\\x80\\xa6'""]","['@nkl_esfc_offl:', '@suriya_offl']","['day', '1-', 'nkl', 'east', 'fans', 'club', 'members', 'donated', 'grocery', 'items', '&', 'amp', ';', 'vegetables', '100', 'sweepers', 'cor']","['day', '1-', 'nkl', 'east', 'fans', 'club', 'members', 'donated', 'grocery', 'items', '&', 'amp', ';', 'vegetables', '100', 'sweepers', 'cor']",day  we nkl east  fans club members donated grocery items amp vegetables to  sweepers during this cor,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
859,2020-05-20,11:50:00,[],[],"['(', 'reuters', ')', '-', 'japanese', 'economy', 'minister', 'yasutoshi', 'nishimura', 'said', 'wednesday', 'nation', 'path', 'towards', 'c']","['(', 'reuters', ')', '-', 'japanese', 'economy', 'minister', 'yasutoshi', 'nishimura', 'said', 'wednesday', 'nation', 'path', 'towards', 'c']",reuters  japanese economy minister yasutoshi nishimura said on wednesday that the nation was on a path towards c,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
860,2020-05-20,11:50:00,[],"['@nkl_esfc_offl:', '@suriya_offl']","['day', '2-we', 'nkl', 'east', 'fans', 'club', 'members', 'donated', 'vegetable', 'rice', '50', 'peoples', 'sheltered', 'road']","['day', '2-we', 'nkl', 'east', 'fans', 'club', 'members', 'donated', 'vegetable', 'rice', '50', 'peoples', 'sheltered', 'road']",day we nkl east  fans club members donated vegetable rice to  peoples who have been sheltered in road,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
861,2020-05-20,11:50:00,[],[],"['watch', 'webinar', 'session', 'impact', 'covid19', 'pandemic', 'nuclear', 'energy', 'sector', 'need', 'innova']","['watch', 'webinar', 'session', 'impact', 'covid19', 'pandemic', 'nuclear', 'energy', 'sector', 'need', 'innova']",watch the webinar session about the impact of covid pandemic on the nuclear energy sector and the need for innova,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
862,2020-05-20,11:50:00,"['#covid19', '#pharmacist']","['@bhagwan_maloo:', '@sharmakirtija']","['people', 'trying', 'stay', 'home', 'safe', 'many', 'covid19', 'warriors', 'like', 'pharmacist', 'fath']","['people', 'trying', 'stay', 'home', 'safe', 'many', 'covid19', 'warriors', 'like', 'pharmacist', 'fath']",when people are trying to stay at home and be safe many covid warriors like pharmacist  and her fath,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,2.0,Neutral
863,2020-05-20,11:50:00,"['#corona.', '#covid__19.']",['@annastaciamp'],"['virus', 'corona', '.', 'responsible', 'deaths', 'covid__19', '.', 'people']","['virus', 'corona', '.', 'responsible', 'deaths', 'covid__19', '.', 'people']",is the virus not corona she will be responsible for more deaths than covid   people can only t,"Sentiment(polarity=0.2333333333333333, subjectivity=0.6833333333333332)",0.2333333333333333,0.6833333333333332,1.0,Negative
864,2020-05-20,11:50:00,"['#cycloneamphan', '#2020\\xe2\\x80\\xa6']",[],"['sad', 'suffering', 'coronavirus', 'cycloneamphan', '.', 'glitch', '2020']","['sad', 'suffering', 'coronavirus', 'cycloneamphan', '.', 'glitch', '2020']",its very sad that we are suffering from coronavirus and in that cycloneamphan is there  is there glitch in ,"Sentiment(polarity=-0.65, subjectivity=1.0)",-0.65,1.0,1.0,Negative
865,2020-05-20,11:50:00,"[""#corona'""]",['@joelosteen'],"['yes', 'like', 'survival', 'new', 'baby', 'whose', 'mother', 'corona', '.', '95', 'yearold', 'woman', 'recovers', 'corona']","['yes', 'like', 'survival', 'new', 'baby', 'whose', 'mother', 'corona', '.', '95', 'yearold', 'woman', 'recovers', 'corona']",yes like the survival of a new baby whose mother has corona or a  yearold woman who recovers from corona,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.4545454545454545,2.0,Neutral
866,2020-05-20,11:50:00,[],['@stratnewsglobal:'],"['china', 'steals', '600', 'billion', 'dollars', 'worth', 'ip', 'every', 'year', 'us', '.', 'says', 'political/', 'financial', 'analysts', 'anders', 'corr', '.', 'watch']","['china', 'steals', '600', 'billion', 'dollars', 'worth', 'ip', 'every', 'year', 'us', '.', 'says', 'political/', 'financial', 'analysts', 'anders', 'corr', '.', 'watch']",china steals  billion dollars worth ip every year from us says political financial analysts anders corr watch,"Sentiment(polarity=0.09999999999999999, subjectivity=0.06666666666666667)",0.1,0.06666666666666668,3.0,Positive
867,2020-05-20,11:50:00,"['#church', '#santjameschurch\\xe2\\x80\\xa6']",[],"['last', 'week', 'went', 'church', 'pray', 'people', 'suffering', 'covid19', 'church', 'santjameschurch']","['last', 'week', 'went', 'church', 'pray', 'people', 'suffering', 'covid19', 'church', 'santjameschurch']",last week i went to church to pray for the people who are suffering from covid  church santjameschurch,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0.0,0.06666666666666668,2.0,Neutral
868,2020-05-20,11:50:00,"['#haiku', '#poetry', '#poems', '#haikuofinstagram', '#poetryofinstagram', '#poemsofinstagram', '#haikupoem\\xe2\\x80\\xa6']",[],"['nearness', 'haiku', 'poetry', 'poems', 'haikuofinstagram', 'poetryofinstagram', 'poemsofinstagram', 'haikupoem']","['nearness', 'haiku', 'poetry', 'poems', 'haikuofinstagram', 'poetryofinstagram', 'poemsofinstagram', 'haikupoem']",the nearness of you  haiku poetry poems haikuofinstagram poetryofinstagram poemsofinstagram haikupoem,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
869,2020-05-20,11:50:00,[],['@suriya_offl'],"['day', '1-', 'namakkal', 'east', 'fans', 'club', 'members', 'donated', 'grocery', 'items', '&', 'amp', ';', 'vegetables', '100', 'sweepers']","['day', '1-', 'namakkal', 'east', 'fans', 'club', 'members', 'donated', 'grocery', 'items', '&', 'amp', ';', 'vegetables', '100', 'sweepers']",day  we namakkal east  fans club members donated grocery items amp vegetables to  sweepers during,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
870,2020-05-20,11:50:00,"['#covid_19', '#corona']",[],"['wear', 'mask', 'everyday', 'keep', 'safe', '!', 'covid_19', 'corona']","['wear', 'mask', 'everyday', 'keep', 'safe', '!', 'covid_19', 'corona']",wear mask everyday and keep safe  covid  corona,"Sentiment(polarity=0.15, subjectivity=0.55)",0.15,0.55,1.0,Negative
871,2020-05-20,11:50:00,['#corona'],[],"['tamil', 'nadu', 'special', 'officers', 'appointed', 'oversee', 'corona', 'preventive', 'measures', 'kancheepuram', 'thiruvallur', 'chengalpet']","['tamil', 'nadu', 'special', 'officers', 'appointed', 'oversee', 'corona', 'preventive', 'measures', 'kancheepuram', 'thiruvallur', 'chengalpet']",tamil nadu special officers appointed to oversee corona preventive measures at kancheepuram thiruvallur and chengalpet,"Sentiment(polarity=0.35714285714285715, subjectivity=0.5714285714285714)",0.35714285714285715,0.5714285714285714,2.0,Neutral
872,2020-05-20,11:50:00,"['#crpf', '#mumbai', '#corona']",['@satishrathod100:'],"['crpf', 'certain', 'locations', 'deployed', 'mumbai', 'crpf', 'mumbai', 'corona']","['crpf', 'certain', 'locations', 'deployed', 'mumbai', 'crpf', 'mumbai', 'corona']",crpf at certain locations deployed in mumbai crpf  mumbai  corona,"Sentiment(polarity=0.21428571428571427, subjectivity=0.5714285714285714)",0.21428571428571427,0.5714285714285714,2.0,Neutral
873,2020-05-20,11:50:00,['#pakistan.\\n\\na'],['@azeema_1:'],"['atrocities', 'minorities', 'routine', 'pakistan', '.', 'hindu', 'familyincl', 'women', '&', 'amp', ';', 'children', 'r', 'beatenforced', '2leave', 'home']","['atrocities', 'minorities', 'routine', 'pakistan', '.', 'hindu', 'familyincl', 'women', '&', 'amp', ';', 'children', 'r', 'beatenforced', '2leave', 'home']",atrocities on minorities is now routine in pakistan  a hindu familyincl womenampchildren r beatenforced leave their home i,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative
874,2020-05-20,11:50:00,['#pandemic'],['@lonelyplanet'],"['amid', 'pandemic', 'people', 'stuck', 'homes', '.', 'need', 'maintain', 'social', 'distancing', 'till', 'time']","['amid', 'pandemic', 'people', 'stuck', 'homes', '.', 'need', 'maintain', 'social', 'distancing', 'till', 'time']",amid the pandemic  people are stuck at homes we need to maintain social distancing till the time t,"Sentiment(polarity=0.03333333333333333, subjectivity=0.06666666666666667)",0.03333333333333333,0.06666666666666668,1.0,Negative
875,2020-05-20,11:49:00,[],[],"['say', 'time', 'meditation', 'ones', 'need', '.', '~', 'ancient', 'yogic', 'proverb']","['say', 'time', 'meditation', 'ones', 'need', '.', '~', 'ancient', 'yogic', 'proverb']",those who say they don	 have time for meditation are the ones that need it the most   ancient yogic proverb,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,2.0,Neutral
876,2020-05-20,11:49:00,['#nepal\\xe2\\x80\\xa6'],[],"['nepal', 'depends', 'india', 'almost', 'everything', '.', 'nepals', 'tilt', 'towards', 'china', 'due', 'pro', 'chinese', 'govt', '.', 'nepal']","['nepal', 'depends', 'india', 'almost', 'everything', '.', 'nepals', 'tilt', 'towards', 'china', 'due', 'pro', 'chinese', 'govt', '.', 'nepal']",nepal depends on india for almost everything  now nepals tilt towards china due to its pro chinese govt nepal,"Sentiment(polarity=-0.0625, subjectivity=0.1875)",-0.0625,0.1875,2.0,Neutral
877,2020-05-20,11:49:00,[],['@suriya_offl'],"['day', '1-', 'nkl', 'east', 'fans', 'club', 'members', 'donated', 'grocery', 'items', '&', 'amp', ';', 'vegetables', '100', 'sweepers']","['day', '1-', 'nkl', 'east', 'fans', 'club', 'members', 'donated', 'grocery', 'items', '&', 'amp', ';', 'vegetables', '100', 'sweepers']",day  we nkl east  fans club members donated grocery items amp vegetables to  sweepers during this,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
878,2020-05-20,11:49:00,[],['@suriya_offl'],"['day', '2-we', 'nkl', 'east', 'fans', 'club', 'members', 'donated', 'vegetable', 'rice', '50', 'peoples', 'sheltered']","['day', '2-we', 'nkl', 'east', 'fans', 'club', 'members', 'donated', 'vegetable', 'rice', '50', 'peoples', 'sheltered']",day we nkl east  fans club members donated vegetable rice to  peoples who have been sheltered in,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
879,2020-05-20,11:49:00,"['#china', '#coronavius', '#wuhan', '#corona', '#death\\xe2\\x80\\xa6']",[],"['new', 'football', 'came', '...', 'dad', 'popped', '...', '.', 'retweet', 'share', 'others', 'china', 'coronavius', 'wuhan', 'corona', 'death']","['new', 'football', 'came', '...', 'dad', 'popped', '...', '.', 'retweet', 'share', 'others', 'china', 'coronavius', 'wuhan', 'corona', 'death']",my new football came my dad popped it retweet to share with others china coronavius wuhan corona death,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.4545454545454545,2.0,Neutral
880,2020-05-20,11:49:00,"[""#corona\\xe2\\x80\\xa6'""]",['@yessirtns:'],"['wondering', 'much', 'gon', 'na', 'cost', 'stay', 'isolation', 'ward', 'hospital', 'get', 'corona', '?', 'bill', 'corona']","['wondering', 'much', 'gon', 'na', 'cost', 'stay', 'isolation', 'ward', 'hospital', 'get', 'corona', '?', 'bill', 'corona']",wondering how much is gonna cost to stay in a isolation ward in a hospital if you get corona   here is the bill   corona,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,1.0,Negative
881,2020-05-20,11:49:00,"[""#c\\xe2\\x80\\xa6'""]","['@sfcnamakkal:', '@suriya_offl']","['day', '1-', 'namakkal', 'east', 'fans', 'club', 'members', 'donated', 'grocery', 'items', '&', 'amp', ';', 'vegetables', '100', 'sweepers', 'c']","['day', '1-', 'namakkal', 'east', 'fans', 'club', 'members', 'donated', 'grocery', 'items', '&', 'amp', ';', 'vegetables', '100', 'sweepers', 'c']",day  we namakkal east  fans club members donated grocery items amp vegetables to  sweepers during this c,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
882,2020-05-20,11:49:00,[],['@airindiain\\xe2\\x80\\xa6'],"['domestic', 'civil', 'aviation', 'operations', 'recommence', 'calibrated', 'manner', 'monday', '25th', 'may', '2020', '.']","['domestic', 'civil', 'aviation', 'operations', 'recommence', 'calibrated', 'manner', 'monday', '25th', 'may', '2020', '.']",domestic civil aviation operations will recommence in a calibrated manner from monday th may ,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1,2.0,Neutral
883,2020-05-20,11:49:00,[],[],"['dont', 'give', 'accurate', 'certification', 'medicine', '.', 'link', '.', 'least', 'che']","['dont', 'give', 'accurate', 'certification', 'medicine', '.', 'link', '.', 'least', 'che']",i dont give accurate certification of this medicine  here is the link  but at least che,"Sentiment(polarity=0.050000000000000044, subjectivity=0.5166666666666667)",0.05000000000000005,0.5166666666666667,3.0,Positive
884,2020-05-20,11:49:00,['#corona'],['@kthopkins:'],"['single', 'medical', 'professional', 'broken', 'ranks', 'expose', 'truth', 'corona', 'never', 'virus', 'predicted', '.']","['single', 'medical', 'professional', 'broken', 'ranks', 'expose', 'truth', 'corona', 'never', 'virus', 'predicted', '.']",not a single medical professional has broken ranks to expose the truth  the corona was never the virus that was predicted,"Sentiment(polarity=-0.06607142857142857, subjectivity=0.17857142857142858)",-0.06607142857142857,0.17857142857142858,1.0,Negative
885,2020-05-20,11:49:00,"[""#ge\\xe2\\x80\\xa6'""]",['@diw_berlin_en:'],"['crisis', 'sort', 'double', 'impact', 'female', 'workforce', 'labor', 'demand', 'supply', 'side', '.', 'diw', 'ge']","['crisis', 'sort', 'double', 'impact', 'female', 'workforce', 'labor', 'demand', 'supply', 'side', '.', 'diw', 'ge']",this crisis has a sort of double impact on the female workforce both from the labor demand and supply side  diw ge,"Sentiment(polarity=0.0, subjectivity=0.08333333333333333)",0.0,0.08333333333333333,2.0,Neutral
886,2020-05-20,11:49:00,[],['@albersmark:'],"['role', 'office', 'changed', 'longer', 'place', 'go', 'look', 'screen', ';', 'anywhere', '.']","['role', 'office', 'changed', 'longer', 'place', 'go', 'look', 'screen', ';', 'anywhere', '.']",the role of the office has changed its no longer the place where you go to look at a screen you can do that anywhere,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative
887,2020-05-20,11:49:00,['#pakistan.\\n\\na'],['@azeema_1:'],"['atrocities', 'minorities', 'routine', 'pakistan', '.', 'hindu', 'familyincl', 'women', '&', 'amp', ';', 'children', 'r', 'beatenforced', '2leave', 'home']","['atrocities', 'minorities', 'routine', 'pakistan', '.', 'hindu', 'familyincl', 'women', '&', 'amp', ';', 'children', 'r', 'beatenforced', '2leave', 'home']",atrocities on minorities is now routine in pakistan  a hindu familyincl womenampchildren r beatenforced leave their home i,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative
888,2020-05-20,11:49:00,"['#revenue', '#corona', '#coronawarriors']",['@pkumarias:'],"['revenue', 'family', 'members', 'fighting', 'corona', 'day', 'night', 'proud', 'coronawarriors', '!', 'tremendous', 'satisfaction', 'prom']","['revenue', 'family', 'members', 'fighting', 'corona', 'day', 'night', 'proud', 'coronawarriors', '!', 'tremendous', 'satisfaction', 'prom']",our revenue family members fighting corona day and night  proud of our coronawarriors   tremendous satisfaction in prom,"Sentiment(polarity=0.5666666666666667, subjectivity=1.0)",0.5666666666666667,1.0,3.0,Positive
889,2020-05-20,11:48:00,[],[],"['prepare', 'time', 'table', 'shops', 'open', 'jammu', 'like', 'samba', 'districts', '.', 'public', 'following', 'socia']","['prepare', 'time', 'table', 'shops', 'open', 'jammu', 'like', 'samba', 'districts', '.', 'public', 'following', 'socia']",prepare a time table for shops to open in jammu just like samba and other districts public is not following socia,"Sentiment(polarity=-0.03125, subjectivity=0.2604166666666667)",-0.03125,0.2604166666666667,1.0,Negative
890,2020-05-20,11:48:00,[],[],"['1665', '-', 'great', 'plague', 'london', '-', 'vaccine', '1918-20', '-', 'spanish', 'flu', '-', 'vaccine', '1996-2001', '-', 'bse', '-', 'vaccine', '2003', '-']","['1665', '-', 'great', 'plague', 'london', '-', 'vaccine', '1918-20', '-', 'spanish', 'flu', '-', 'vaccine', '1996-2001', '-', 'bse', '-', 'vaccine', '2003', '-']",  great plague of london  no vaccine   spanish flu  no vaccine   bse  no vaccine   s,"Sentiment(polarity=0.4, subjectivity=0.375)",0.4,0.375,3.0,Positive
891,2020-05-20,11:48:00,[],['@pawarspeaks:'],"['urge', 'people', 'wear', 'gloves', 'use', 'masks', 'sanitizers', 'wash', 'hands', 'soap', 'time', 'time', 'prevent', 'corona', 'infect']","['urge', 'people', 'wear', 'gloves', 'use', 'masks', 'sanitizers', 'wash', 'hands', 'soap', 'time', 'time', 'prevent', 'corona', 'infect']",i urge people to wear gloves use masks sanitizers wash their hands with soap from time to time to prevent corona infect,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative
892,2020-05-20,11:48:00,"['#coronavirusinindia', ""#corona'""]",[],"['everyone', 'waiting', '2021', 'like', 'corona', 'virus', '2020', 'k', 'baad', 'expire', 'ho', 'jaayega', '.', 'coronavirusinindia', 'corona']","['everyone', 'waiting', '2021', 'like', 'corona', 'virus', '2020', 'k', 'baad', 'expire', 'ho', 'jaayega', '.', 'coronavirusinindia', 'corona']",everyone is waiting for  like corona virus  k baad expire ho jaayega coronavirusinindia corona,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
893,2020-05-20,11:48:00,['#pakistan.\\n\\na'],['@azeema_1:'],"['atrocities', 'minorities', 'routine', 'pakistan', '.', 'hindu', 'familyincl', 'women', '&', 'amp', ';', 'children', 'r', 'beatenforced', '2leave', 'home']","['atrocities', 'minorities', 'routine', 'pakistan', '.', 'hindu', 'familyincl', 'women', '&', 'amp', ';', 'children', 'r', 'beatenforced', '2leave', 'home']",atrocities on minorities is now routine in pakistan  a hindu familyincl womenampchildren r beatenforced leave their home i,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative
894,2020-05-20,11:48:00,[],['@suriya_offl'],"['day', '1-', 'namakkal', 'east', 'fans', 'club', 'members', 'donated', 'grocery', 'items', '&', 'amp', ';', 'vegetables', '100', 'sweepers', 'thi']","['day', '1-', 'namakkal', 'east', 'fans', 'club', 'members', 'donated', 'grocery', 'items', '&', 'amp', ';', 'vegetables', '100', 'sweepers', 'thi']",day  namakkal east  fans club members donated grocery items amp vegetables to  sweepers during thi,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
895,2020-05-20,11:48:00,"['#wednesdaywisdom', '#100yeardcf', '#goldman', '#meanreversion', ""#corona'""]",[],"['life', 'dcf', '2020', 'tweaked', 'perpetual', 'growth', 'rate', '.', 'wednesdaywisdom', '100yeardcf', 'goldman', 'meanreversion', 'corona']","['life', 'dcf', '2020', 'tweaked', 'perpetual', 'growth', 'rate', '.', 'wednesdaywisdom', '100yeardcf', 'goldman', 'meanreversion', 'corona']",life is a dcf  is that tweaked perpetual growth rate  wednesdaywisdom yeardcf goldman meanreversion corona,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,3.0,Positive
896,2020-05-20,11:48:00,"[""#c\\xe2\\x80\\xa6'""]","['@sfcnamakkal:', '@suriya_offl']","['day', '1-', 'namakkal', 'east', 'fans', 'club', 'members', 'donated', 'grocery', 'items', '&', 'amp', ';', 'vegetables', '100', 'sweepers', 'c']","['day', '1-', 'namakkal', 'east', 'fans', 'club', 'members', 'donated', 'grocery', 'items', '&', 'amp', ';', 'vegetables', '100', 'sweepers', 'c']",day  we namakkal east  fans club members donated grocery items amp vegetables to  sweepers during this c,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
897,2020-05-20,11:48:00,[],[],"['talk', 'website', 'experts', '.', 'special', 'website', 'package', 'corona', 'virus', 'medical', 'suppliers']","['talk', 'website', 'experts', '.', 'special', 'website', 'package', 'corona', 'virus', 'medical', 'suppliers']",talk with our website experts we have special website package for corona virus medical suppliers,"Sentiment(polarity=0.17857142857142858, subjectivity=0.2857142857142857)",0.17857142857142858,0.2857142857142857,3.0,Positive
898,2020-05-20,11:48:00,"['#aliens', '#sonicboom', '#bangalore', '#cycloneamphan', '#earthquake\\xe2\\x80\\xa6']",[],"['experiencing', 'great', 'stuff', 'like', '2020', 'aliens', 'sonicboom', 'bangalore', 'cycloneamphan', 'earthquake']","['experiencing', 'great', 'stuff', 'like', '2020', 'aliens', 'sonicboom', 'bangalore', 'cycloneamphan', 'earthquake']",so after experiencing great stuff like these in  aliens sonicboom bangalore cycloneamphan earthquake,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,3.0,Positive
899,2020-05-20,11:48:00,[],['@suriya_offl'],"['day', '1-', 'namakkal', 'east', 'fans', 'club', 'members', 'donated', 'grocery', 'items', '&', 'amp', ';', 'vegetables', '100', 'sweepers']","['day', '1-', 'namakkal', 'east', 'fans', 'club', 'members', 'donated', 'grocery', 'items', '&', 'amp', ';', 'vegetables', '100', 'sweepers']",day  we namakkal east  fans club members donated grocery items amp vegetables to  sweepers during,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
900,2020-05-20,11:48:00,['#corona'],['@kthopkins:'],"['yes', 'sir', '.', 'doctors', 'contacting', 'privately', '.', 'truths', 'blow', 'corona', 'water', '.', 'medical', 'profession', 'know', 'w']","['yes', 'sir', '.', 'doctors', 'contacting', 'privately', '.', 'truths', 'blow', 'corona', 'water', '.', 'medical', 'profession', 'know', 'w']",yes sir doctors have been contacting me privately their truths blow corona out the water   the medical profession know w,"Sentiment(polarity=0.0, subjectivity=0.1875)",0.0,0.1875,2.0,Neutral
901,2020-05-20,11:48:00,"['#islamabad', '#covid_19', '#pakistan', ""#c\\xe2\\x80\\xa6'""]",['@dhoislamabad:'],"['20th', 'may', '2020', '.', '104', 'positive', 'cases', '.', 'high', 'time', 'take', 'extra', 'precautionary', 'measures', '.', 'islamabad', 'covid_19', 'pakistan', 'c']","['20th', 'may', '2020', '.', '104', 'positive', 'cases', '.', 'high', 'time', 'take', 'extra', 'precautionary', 'measures', '.', 'islamabad', 'covid_19', 'pakistan', 'c']",th may   positive cases high time to take extra precautionary measures now islamabad covid  pakistan c,"Sentiment(polarity=0.1290909090909091, subjectivity=0.3951515151515152)",0.1290909090909091,0.3951515151515152,3.0,Positive
902,2020-05-20,11:47:00,"[""#corona\\xe2\\x80\\xa6'""]",['@yessirtns:'],"['wondering', 'much', 'gon', 'na', 'cost', 'stay', 'isolation', 'ward', 'hospital', 'get', 'corona', '?', 'bill', 'corona']","['wondering', 'much', 'gon', 'na', 'cost', 'stay', 'isolation', 'ward', 'hospital', 'get', 'corona', '?', 'bill', 'corona']",wondering how much is gonna cost to stay in a isolation ward in a hospital if you get corona   here is the bill   corona,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,1.0,Negative
903,2020-05-20,11:47:00,"['#fatehsagarlake', '#udaipur\\n2nd', '#versovajetty', '#mumbai\\n3rd', '#mountabu', '#rajasthan', '#kumbhalgarh']",['@mrdineshjkumar:'],"['1st', 'pic', 'fatehsagarlake', 'udaipur', '2nd', 'pic', 'versovajetty', 'mumbai', '3rd', 'pic', 'mountabu', 'rajasthan', '4rth', 'pic', 'kumbhalgarh', 'wild']","['1st', 'pic', 'fatehsagarlake', 'udaipur', '2nd', 'pic', 'versovajetty', 'mumbai', '3rd', 'pic', 'mountabu', 'rajasthan', '4rth', 'pic', 'kumbhalgarh', 'wild']",st pic fatehsagarlake udaipur nd pic versovajetty mumbai rd pic mountabu rajasthan  rth pic kumbhalgarh wild,"Sentiment(polarity=0.1, subjectivity=0.4)",0.1,0.4,2.0,Neutral
